CGPA,backlogs,internships,projects,certifications,coding_score,communication_score,specialization,placed
6.567,1,0,2,0,74.0,53.5,Computer Science,0
6.099,1,0,2,0,74.0,64.5,Computer Science,0
5.997999999999999,2,0,1,1,75.5,70.0,Computer Science,0
6.211,1,0,2,0,74.0,59.0,Computer Science,0
8.764,0,0,2,0,64.0,64.5,Computer Science,1
6.481999999999999,1,1,0,0,42.0,74.0,Information Technology,0
5.989,2,1,0,1,42.0,79.5,Information Technology,0
7.651999999999999,0,0,1,0,80.5,53.5,Computer Science,1
8.987,0,0,1,1,50.5,70.0,Information Technology,1
8.231,0,2,0,1,42.0,78.0,Information Technology,1
7.343000000000001,0,0,1,0,50.5,59.0,Computer Science,1
8.41,0,0,1,0,50.5,53.5,Information Technology,1
8.51,0,0,2,0,59.0,64.5,Computer Science,1
8.43,0,0,0,0,42.0,70.0,Information Technology,1
6.085,1,1,2,1,64.0,68.5,Computer Science,0
7.116,0,0,0,0,42.0,59.0,Information Technology,0
7.699,0,0,1,0,70.5,59.0,Computer Science,1
8.982,0,0,0,0,42.0,70.0,Computer Science,1
8.18,0,0,1,1,80.5,64.5,Computer Science,1
6.897,1,0,1,0,65.5,48.0,Computer Science,0
8.734,0,1,0,1,42.0,63.0,Computer Science,1
6.565,1,0,1,0,70.5,59.0,Computer Science,0
9.105,0,2,1,0,70.5,67.0,Computer Science,1
8.876000000000001,0,0,1,0,65.5,48.0,Computer Science,1
8.275,0,0,1,0,50.5,70.0,Information Technology,1
